Full Text,,,,,Fact,Fake,Unverified
"@DokterTifa Ini dokter lulusan mana, ya???   Koq mirip dokter Fadilah.... Itu mantan menkes yg cari panggung kritik vaksinasi covid. Skrng anti nyamuk Wolbachia. Yg penting anti apapun langkah Jokowi",,,,,0,0,1
"@DokterTifa @MprAldo @Nicho_Silalahi Wajib tolak, apaan nyamuk ngebawa virus dengeu (demam berdarah) aja kita masi kewalahan, konon lagi nih nyamuk bawa kuman wolbachia, gak usah berusaha ngurangi penduduk indonesia dengan cara gini. Dosa lu berlipet-lipet.",,,,,0,1,0
"@DokterTifa Sudah cape ma dunia tipu2 covid, jangan tipu2 lagi dengan wolbachia. Kalo mo uji coba, suruh bill gates nyoba ke anak cucunya.",,,,,0,1,0
"Dihadiri MDA Bali, Seminar Inisiatif Implementasi Metode Wolbachia di Unud https://t.co/6e0v8hY7jW lewat @atnews",,,,,0,0,1
@DokterTifa buktikan dengan riset ilmiah efek negatif nyamuk wolbachia...bisa ?,,,,,0,0,1
Dan lagi.... Selamat menikmati konspirasi pembodohan yang merebut kedaulatan kesehatan kita. ~ wirang Birawa ~ #wolbachia #viruswolbachia https://t.co/ks3xNQZ2dr,,,,,0,0,1
"Sudut Pandang   Was-was Sebaran Wolbachia "" Bersama dr. Ira Dewi Jani, MT ( Kepala Bidang Pencegahan Dan Pengendalian Penyakit (P2P) Dinas Kesehatan Kota Bandung )  https://t.co/h9Zqqo7IgK""",,,,,0,0,1
Nyamuk Wolbachia Kini Akan Disebar di Jakarta Barat dan Bandung https://t.co/yOEYesGn4I,,,,,1,0,0
"Aku yg ngikutin program nyamuk Wolbachia dari sebelum covid (pernah disebar di kecamatanku juga) sebel liat hoaks nyamuk Bill Gates"" apalagi ""nyamuk bionik"". Banyak yg percaya pula.""",,,,,1,0,0
Model nyamuk ”Wolbachia” ini sebuah program ”novelty” yang sangat menjanjikan. Bisa jadi suatu saat kasus demam berdarah akan menghilang di muka Bumi lewat program ini. #Opini #AdadiKompas   https://t.co/Ei9X3vY3V7,,,,,1,0,0
Menkes Budi Gunadi Sadikin mengungkap implementasi teknologi nyamuk dengan bakteri wolbachia berhasil menurunkan incidence rate demam berdarah di Yogyakarta. #Newsupdate #update #news #text https://t.co/Ay1h5rVHYk,,,,,1,0,0
"@Adi25Wahyu @ayurngrm @kegblgnunfaedh Loh teori konspirasi saja banyak yang ngga bisa terbukti, bagaimana bisa diterima? Bahkan banyak teori konspirasi seperti tentang vaksin covid dan nyamuk ber wolbachia yang ada teori penelitianbya tapi orang orang lebih mempercayai teori konspirasi agar anti mainstream 🤣🤣🤣",,,,,1,0,0
Bakteri nyamuk Wolbachia yang disebar  itu memang bisa sebabkan radang otak?,,,,,0,1,0
@IqbalQuosophy @mozamozza770 @mr_banan12 @8angSaid @Abahpurwa1 @SangLangit01 @MDH__SNA Cek dampak proyek nyamuk wolbachia tuh,,,,,0,0,1
@kembarannyabora @o_sweet69774 @mozamozza770 @mr_banan12 @8angSaid @Abahpurwa1 @SangLangit01 @MDH__SNA Ini nyamuk Wolbachia,,,,,0,0,1
Indonesia ToDay: Dinkes Kupang Telah Dapat Bibit Nyamuk Wolbachia untuk Disebar - CNN Indonesia #Kupang #Health #Department #Wolbachia #Mosquito #Seeds #News #crypto #Digital #NFT #webnavig Welcome to https://t.co/MhudgoRGTV  source: https://t.co/JMIyseEcnP #NFT #webnavig https://t.co/jwgmS4UdSV,,,,,0,0,1
Kabarnya pihak @KemenkesRI tdk ada satupun yg mau temui pendemo. Apakah #Wolbachia aman atau tidak?  https://t.co/3R6PVivXcY,,,,,0,0,1
"*Yuk sediakan Lotion Telon Bidara SR12 si rumah semua ya. Untuk menhadapi nyamuk Wolbachia.*  *Pantesan aja bisa bikin si Kecil anteng tanpa digigit nyamuk, ternyata ada kandungan Minyak Bunga Lawang yang dikenal mempunyai aroma khas yang gak disenangi nyamuk🤩* https://t.co/qvWMBJW1aF",,,,,0,0,1
"Hubungan antara TNI, WHO dan Nyamuk Wolbachia  Hoax atau Fakta? Baca analisis dan bukti oleh Prof. Richard Claproth: https://t.co/wVeez92WbV",,,,,0,0,1
"‼️Analisis risiko Wolbachia oleh UGM terbukti merupakan penipuan ilmiah‼️ Prof. Claproth: Kontroversi Riset Nyamuk Wolbachia UGM"" https://t.co/pwTpUNW9TK""",,,,,0,0,1
@kompascom Kenapa pemerintah nyebar nyamuk Wolbachia ada apa,,,,,0,0,1
Penyebaran Bibit Nyamuk dengan Wolbachia Tunggu Kesiapan dari Warga https://t.co/8BkMLyrSIn,,,,,0,0,1
nyamuk wolbachia ini apaka wujudnya seperti hero nyamuk di upin ipin? https://t.co/HKGQx7Jurv,,,,,0,0,1
"@mozamozza770 Jangan sebar hoax. Vaksin DT itu vaksin difteri dan tetanus, udah dilakukan sejak lama. Gak ada hubungannya sama nyamuk wolbachia. Hadeuuhh mana banyak yg kegocek, apa gak takut jadi dosa jariyah?",,,,,1,0,0
"Demo Besar Tolak Nyamuk Wolbachia di RI, Ada Apa? https://t.co/BIAjn3beUh",,,,,0,0,1
@DokterTifa Serius nanya. Emang wolbachia berbahaya kah?,,,,,0,0,1
Program pelepasan nyamuk wolbachia di Indonesia harus dihentikan krn program tsb ternyata belum dibahas di BAPPENAS dan program tsb berasal dari Program Bill Gate Amerika padahal Amerika mendukung pembunuhan warga Gaza Palestina oleh Israel @jokowi @prabowo,,,,,0,1,0
Menkes: Penyebaran Bibit Nyamuk dengan Wolbachia Tunggu Warga Siap https://t.co/adIvbeNYEV https://t.co/KPnOtmi0Zk,,,,,0,0,1
Wolbachia dan Aedes Aegypti di Indonesia https://t.co/abQBSefRCP,,,,,0,0,1
"Nyamuk Wolbachia Dilepas di RI, Bappenas: Setop Dulu Lah! https://t.co/jljgJUw5Jx",,,,,0,0,1
https://t.co/gEq4JQboQP Zoom bersma GLADIATOR BANGSA Brsama Prof. Richard Claproth dan para ahli independen lainnya mengenai BAHAYANYA NYAMUK WOLBACHIA https://t.co/r6Eazfv6nJ,,,,,0,0,1
@TedInvestigasi Tolak nyamuk wolbachia...,,,,,0,0,1
"metode wolbachia adalah bakteri alami yang terdapat di 50% serangga yang ada di bumi dan dinyatakan aman untuk manusia, hewan dan lingkungan.  Jangan Percaya Hoax! Wolbachia Mampu Mencegah Deman Berdarah https://t.co/Oy4hbTa2rz  #fyp #bali #viralvideo #viral #db #wolbachia https://t.co/ghNHkie13Z",,,,,1,0,0
"Kemenkes Berencana Lepas Nyamuk Wolbachia, Seberapa Parah Kasus Demam Berdarah di Indonesia? https://t.co/2QE1samd8U #TempoData",,,,,0,0,1
"Tenangkan Masyarakat, Anggota DPR-RI Ini Pastikan Nyamuk Wolbachia Yang Disebarkan Kemenkes Aman https://t.co/BlgDFPuyli via @Piye Kabare",,,,,1,0,0
Jangan Percaya Hoax! Wolbachia Mampu Mencegah Deman Berdarah https://t.co/x4j3nPtBLR,,,,,1,0,0
"Nyamuk Wolbachia akan Disebar di Jakarta Barat, Ngabila Salama: Warga Bukan Kelinci Percobaan   https://t.co/MxqOJoY3BI lewat @tribunnews",,,,,0,0,1
HENTIKAN program menyebarkan ratusan juta nyamuk terpapar bakteri wolbachia ke Indonesia. Pemerintah berencana import ratusan juta nyamuk untuk menghilangkan nyamuk penyebab demam berdarah. Ini program terburuk sepanjang Indonesia berdiri,,,,,0,1,0
Peneliti UGM Pastikan Nyamuk Aedes Aegypti dengan Wolbachia Aman untuk Manusia dan Lingkungan https://t.co/9WC8PhEws5 #beritajogja #jogja #jogjaistimewa https://t.co/hGHT1kHyXP,,,,,1,0,0
"Fakultas Kedokteran Universitas Udayana (FK Unud) menggelar seminar Inisiatif Implementasi Metode Wolbachia Di Bali: Peluang Dan Tantangan"" pada Kamis 30 November 2023.  #FakultasKedokteran #Wolbachia #nyamukDBD #UniversitasUdayana https://t.co/qKFO02JRrK""",,,,,0,0,1
@DokterTifa Nah harusnya dicoba dulu sama orang² yg menyetujui nyamuk wolbachia bukannya rakyat yg jd objek percobaan,,,,,0,0,1
"Knp nyamuk jadi bnyak kali yak, apa upaya penyebaran nyamuk wolbachia sudah tersebar ya? 🤔",,,,,0,0,1
"💥Riset UGM Nyamuk Wolbachia terbukti abal2💥 - Isi penelitian soal risiko abal2 - Dipublikasikan di jurnal yang DILARANG okleh BRIN karena tidak serius. Publikasi baru Prof. Richard Claproth:  Kontroversi Riset Nyamuk Wolbachia UGM"" https://t.co/pwTpUNWHJi""",,,,,0,1,0
"Pro Kontra Soal Nyamuk Wolbachia, NTB Tak Menjadi Daerah Percobaan https://t.co/8lAKWuXLqN",,,,,0,0,1
Aksi Unjuk Rasa Tolak Penyebaran Nyamuk Wolbachia dan Pandemic Treaty  #nyamukwolbachia #tolakpandemictreaty  @m_mirah @AksiBuruh @MprAldo https://t.co/l2whA0yktr,,,,,0,0,1
"@DokterTifa Asyik bahas capres cawapres utk 2024, sementara nyamuk Wolbachia dilepas pd diem2 aja kecuali Bali yg menolak 🤦",,,,,0,0,1
"Audiensi Gerakan Sehat Untuk Rakyat Indonesia dengan Badan Perencanaan Pembangunan Nasional @BappenasRI terkait isu   Penyebaran 200 Juta Nyamuk Wolbachia &amp  Tolak Pandemi Treaty""  @m_mirah @AksiBuruh @MprAldo https://t.co/KfRimwfe1R""",,,,,0,0,1
"Bismillah  Aksi Gerakan Sehat Untuk Rakyat Indonesia bersama @MprAldo  Hari ini... ◾Kamis, 30 Nopember 2023 ◾Jam 13.00 WIB s/d Selesai ◾Tempat BAPPENAS     Stop Penyebaran Nyamuk Wolbachia!!  Nyamuk Wolbachia' Berbahaya bagi Rakyat Indonesia‼️ https://t.co/Pgbt09W0ve",,,,,0,0,1
"Bismillah  Alhamdulillah 🤲 Perwakilan dari Aksi Rakyat bersama babeh @MprAldo tentang 'Penolakan Penyebaran Nyamuk Wolbachia' telah diterima dgn baik.  Semoga Penyebaran Nyamuk Wolbachia bisa segera di hentikan!!  Depan kantor BAPPENAS jl untung suropati menteng, 30.11.2023 https://t.co/eDxKAfYiX0",,,,,0,0,1
"https://t.co/2NHZwtXO4S  Wolbachia bertanggung jawab terhadap percepatan proses ini,itulah makanya harus ditentang",,,,,0,1,0
Wolbachia dan Aedes Aegypti di Indonesia https://t.co/gca7J8Nr73,,,,,0,0,1
Tolak #nyamuknakal #wolbachia menurut para pakar. cek link ytube 👇  https://t.co/ivwabLH2xR,,,,,0,0,1
Melki Laka Lena Pastikan Nyamuk Rekayasa Teknologi Wolbachia Tak Berbahaya #airlanggahartarto #kuningkeren #PrabowoGibran #partaigolkar #golkarpedia https://t.co/RCddFtYx3r,,,,,1,0,0
Pemanfaatan bakteri Wolbachia belakangan menjadi temuan baru yang dapat digunakan untuk memberantas nyamuk Aedes aygepti. https://t.co/sEI6cto7l3,,,,,1,0,0
Yuk wujudkan Indonesia bebas Demam Berdarah dengan Nyamuk Baik Wolbachia~  Salam sehat!   #CegahDBD #NyamukBaikWolbachia  https://t.co/Tc2cZomidC https://t.co/TGToPMJc0O,,,,,1,0,0
"Bahkan, di Yogyakarta, sejak dilepaskannya Nyamuk Baik Wolbachia angka kasus Demam Berdarah turun drastis tiap tahunnya.  Selain Indonesia, masih banyak lagi negara-negara lain yang menggunakan Nyamuk Baik Wolbachia untuk memberantas Demam Berdarah https://t.co/Kn3mEaQv95",,,,,1,0,0
"Kita Sambut Pahlawan Pembasmi Demam Berdarah 🏆  🌟 Nyamuk Baik Wolbachia 🌟  Setelah riset yang cukup panjang, Nyamuk Baik Wolbachia terbukti menurunkan angka kasus dan kematian akibat Demam Berdarah, lho! https://t.co/7neof5VTmn",,,,,1,0,0
Wolbachia merupakan sejenis bakteria yang mampu menghalang penyebaran virus denggi kepada manusia dan nyamuk Aedes berWolbachia kelihatan sama seperti nyamuk Aedes yang lain.  #MalaysiaMADANI #JabatanPenerangan https://t.co/J9iZAqksp3,,,,,1,0,0
Tidak mungkin ummat Islam Indonesia di rudal dgn bom cukup dengan menyebarkan nyamuk Wolbachia ummat Islam Indonesia akan mati oleh para pengkhianat bangsa.,,,,,0,1,0
Ratusan Ember Nyamuk Wolbachia Ditebar di Ujungberung Bandung https://t.co/U37SBk2fiT,,,,,0,0,1
@OmJ_JeNggot Ini tentang nyamuk wolbachia bukan sih?,,,,,0,0,1
Nyamuk Wolbachia Konspirasi Elit Global Hancurkan Umat &amp  Rekayasa Genetik? https://t.co/8bFfm6k0xG https://t.co/aSF7GRSGo1,,,,,0,1,0
"Keliru, Klaim bahwa Pemberantasan Demam Berdarah Menggunakan Metode Wolbachia adalah Rekayasa Genetika https://t.co/NkPEnts8bE #TempoCekFakta #CekFakta",,,,,1,0,0
Melki Laka Lena Pastikan Nyamuk Wolbachia Tak Berbahaya  https://t.co/trIGI6vvNQ,,,,,0,0,1
"Pak @melkilakalana katanya digigit nyamuk Wolbachia tdk apa2, kata bapak. Coba bpk buktikan kpd Rakyat secara LIVE. Jk benar,kami akan DIAM. Ajak jg diskusi para ahli independen  @DokterTifa https://t.co/zn8NPjw3Ts",,,,,0,0,1
Wolbachia adalah mikroba yang menarik yang telah menjadi subjek penelitian selama lebih dari satu abad. Ia juga memainkan peran kritis dalam reproduksi serangga dan kontrol populasi https://t.co/47eYJZ5S29,,,,,1,0,0
"@Ngabila Coba nyamuknya di lepas di dalam rumah anda dan di ternak di sana,agar keluarga anda yang pertama rasakan efek dari bakteri Wolbachia spt apa,dalam jangka pendek maupun jangka panjang,sehingga tidak menimbulkan korban yang meluas pada masyarakat",,,,,0,0,1
@DokterTifa Iya bener. Sebarin aja nyamuk2 wolbachia di gedung DPR  dan di kantor Kemenkes.,,,,,0,0,1
@Ngabila Mangap aja lu...makan tuh wolbachia,,,,,0,0,1
"Selasa, 28 Nov 2023. Aksi Menolak Penyebaran Nyamuk Wolbachia di dpn Kantor Kemenkes RI. Nyamuk yg direkayasa mjd Nyamuk Bionik sbg alat utk menciptakan Pandemi baru &amp  Depopulasi Manusia 2030. Tolak,Lawan !! Rakyat Indonesia Berhak Hidup Sehat. @MprAldo @m_mirah @Nicho_Silalahi https://t.co/SvJ0steJDw",,,,,0,0,1
Cek Fakta: Nyamuk Wolbachia Bakal jadi Pandemi Kedua yang Lebih Bahaya dari Covid-19 https://t.co/FgB7P8AeH7,,,,,1,0,0
"Nyamuk Wolbachia Bakal Menjadi Pandemi Kedua, Faktanya Seperti Ini https://t.co/2ZRjAgs95k #beritajogja #jogja #jogjaistimewa https://t.co/Ks4cFTeywX",,,,,1,0,0
Hoaks! Nyamuk Wolbachia Akan Menjadi Pandemi Kedua https://t.co/GFZ2IIW5qb,,,,,1,0,0
"Cek Fakta: Nyamuk Wolbachia 'Akal-akalan' Elite Global, Diduga Picu Pandemi Jilid 2 https://t.co/pwBimivMmF",,,,,0,1,0
@Antonius061 Wolbachia memang menurunkan demam berdarah namun terbukti meningkatkan virus lain. Fakta ini disembunyikan oleh Kemenkes dan berpotensi menimbulkan pandemi baru.,,,,,0,1,0
"@TedInvestigasi Gatau ntah emang lu kurang bacaan atau gimana, tapi nyamuk Aedes yang terinfeksi Wolbachia udah disebar sejak 2010, misalnya di Brazil. Sampe sekarang gaada isu pandemi baru seperti yang diklaim. Di Yogyakarta sendiri sudah disebar sejak 2014, DB disana jadi paling rendah",,,,,1,0,0
@KemenkesRI Nyamuk zombie terbukti berbahaya. Penelitian: Wolbachia memang menurunkan demam berdarah namun terbukti meningkatkan virus lain. Fakta ini disembunyikan oleh Kemenkes dan berpotensi menimbulkan pandemi baru. https://t.co/nxsJlM1zX6 https://t.co/rkCXsPHCSl,,,,,0,1,0
@KemenkesRI Jangan berbohong. Nyamuk zombie terbukti berbahaya. Penelitian: Wolbachia memang menurunkan demam berdarah namun terbukti meningkatkan virus lain. Fakta ini disembunyikan oleh Kemenkes dan berpotensi menimbulkan pandemi baru. https://t.co/nxsJlM1zX6 https://t.co/r9US59AY0d,,,,,0,1,0
"Tolong angkat isu ini ya kk - kk  Jangan sampai ada pandemi buatan"" Lagi... Rumornya 1 Desember nyamuk ini akan disebar di jakarta...   Batalkan MOU kerjasama kemenkes &amp  WHO mengenai nyamuk bionik Wolbachia buatan ini....  @Greschinov @EGreschinov @KING_VADUKA""",,,,,0,1,0
Terima kasih @FPKSDPRRI  Ada bukti bahwa nyamuk zombie dapat menyebabkan penyakit baru atau bahkan pandemi baru. Penelitian: Wolbachia memang menurunkan demam berdarah namun terbukti meningkatkan virus lain. https://t.co/nxsJlM1zX6 https://t.co/BpZsCcUG2Y,,,,,0,1,0
Penelitian: Wolbachia memang menurunkan demam berdarah namun terbukti meningkatkan virus lain. Fakta ini disembunyikan oleh Kemenkes dan berpotensi menimbulkan pandemi baru. https://t.co/nxsJlM1zX6 https://t.co/zvJCZZNOv3,,,,,0,1,0
Nyamuk Wolbachia 💥Berpotensi jadi PANDEMI BARU💥 https://t.co/9Br4LUlNRZ,,,,,0,1,0
"Baru aja repost soal ini di ig😅 karena udh mulai bertebaran hoaks soal pandemi"" dari Wolbachia""",,,,,1,0,0
Potensi jadi Pandemi baru. Kenali nyamuk Wolbachia ini. https://t.co/DbKvBii8tq,,,,,0,1,0
"Ayo!!!!! Kampanyekan tolak pelepasan nyamuk wolbachia, atau kita masuk pandemi lagi setelah covid #tolaknyamukwolbachia #tolaknyamukwolbachia #tolaknyamukwolbachia",,,,,0,1,0
KURANG PUAS DAN KURANG CUAN DENGAN COVID-19 ATAU KETAGIHAN DAPET CUAN ? Sementara Rakyat Hanya dijadikan Instrumen Nafsu Biadab Kekuasaan. Kini Disebar Pandemi Baru ? Nyamuk Bionic Wolbachia yang akan menyebar Virus menyerang dan Merusak Jaringan Otak Manusia ? SHUTDOWN REGIME... https://t.co/dzOcL1bAOa,,,,,0,1,0
Buat yg punya cita-cita untuk menolong sesama manusia dalam bidang kesehatan ini menjadi bukti bahwa memilih sebagai dokter atau saintis merupakan pilihan yg sangat keliru  Tapi masuklah ke politik dan jadi pejabat publik. Dari pandemi sampai nyamuk wolbachia ini bisa jadi contoh,,,,,0,0,1
"Semoga semua berani dan tetap belajar, belajar, belajar  . #monkeypox #cacar #nyamuk #wolbachia #pandemi #pandemic #wabah #eksperimental #science #bali #nusantara https://t.co/JqmKkLZ1eg",,,,,0,0,1
"@CNNIndonesia @kaulpasaribu Benar kata dubes Jepang  Butuh org berkualitas .  Penempatannya bukan saraf otak pintar jualan antik nyamuk bicara.  Pemerintah butuh org pekerja keras dan punya nilai jual dilevel internasional ( buku CV manusia betul org baik , tidak ada rasa menipu sesama manusia )",,,,,0,0,1
"Panas bangettt bgst! Dilaknat kayaknya ini negara. Dah gitu tinggal di pemukiman miskin, nyamuk banyak benerrr.  Hidup susah, mau tidur juga susah. Pemerintah tai.",,,,,0,0,1
"DBD meresahkan, efek nyamuk tambahan dari pemerintah bukan yaa 🤔",,,,,0,0,1
Pemerintah Kabupaten Gianyar menggelar Gerakan Serentak Pemberantasan Sarang Nyamuk (PSN) Jumat (16/2)  Berita Selengkapnya : https://t.co/psTkrREykf https://t.co/QimRQiYckx,,,,,0,0,1
@detiksumut_ @detikcom Lama2 anis digigit nyamuk nanti digoreng itu nyamuk pemerintah mau hisap darah anis awokwokwowko,,,,,0,0,1
Pemerintah Provinsi (Pemprov) Sulsel mendorong seluruh Pemerintah Kabupaten dan Kota di wilayah tersebut untuk intensifikasi upaya pemberantasan sarang nyamuk. #Pemprovsulsel #DBD  https://t.co/0aYQp0ISep,,,,,0,0,1
"Musim hujan telah tiba, Babinsa Desa Pilangsari Serma Surasno Anggota Koramil 07/ Ngrampal melaksanakan Pemberantasan Sarang Nyamuk ( PSN ) bersama UPT Puskesmas Ngrampal, Aparat Pemerintah Desa Pilangsari, ibu Kader PKK Desa Pilangsari, di dk. Gerdu Desa Pilangsari Ngrampal https://t.co/gAYqd1Q3dl",,,,,0,0,1
"Anak Digigit Banyak Nyamuk Sehabis Banjir, Warga Sekayu Muba Harap Pemerintah Lakukan Fogging Segera   https://t.co/fMUHKgnPJf",,,,,0,0,1
"@Been4Q59 Pemerintah tampaknya MEMAKSAKAN RAKYATNYA HARUS DIGIGIT NYAMUK"".... biar apa coba?""",,,,,0,1,0
"sebagai nyamuk di ujung jarum"" yang akhirnya dapat terbang bebas. Terima kasih kepada pemerintah yang telah memperhatikan kebutuhan kami! 🙌 🏻 💻 📲""",,,,,0,0,1
KENAPA NYAMUK KALAU GIGIT GUE SAMPE BEGINI SIH   ini nyamuk yang katanya sengaja disebar pemerintah itu bukan sih ngeri bgt gigitannya https://t.co/uB9pOBCn0O,,,,,0,0,1
@tvOneNews Apa yy sdh diperbuat dy seorang aktivis 98 ?   Apa perbuatannya jualan anti nyamuk berkoar koar ke Pemerintah ?,,,,,0,0,1
"@BjodohComeback Otak pemimpin pada keblinger. Kemarin Tiap minggu ada kader PKK ikutan ngontrol bak mandi jangan sampai ada jentik nyamuk.  Eee... sekarang pemerintah malah nyebarin nyamuk, apapun alasannya kayaknya ada otak yg konsleting. Salam ODGJ...!!!!""",,,,,0,1,0
Warga Ujungberung apakah ada yang meras kalau akhir2 ini nyamuk makin banyak di rumah? Untuk program pemerintah untuk menurunkan kasus DBD semoga sukses ya  https://t.co/3oaDMZXoPs,,,,,0,0,1
"Dalam aksinya, mereka memasang spanduk-spanduk berisi protes penyebaran nyamuk, yang diklaim pemerintah dapat mengantisipasi perkembangan nyamuk penyebab demam berdarah tersebut.    Sumber: https://t.co/cdKSZSpGZu",,,,,1,0,0
"@RadioElshinta Walaupun di singapura program nyamuk itu berhasil, namun Pemerintah lupa kalo di indonesia banyak orang tolol yg mabok agama.",,,,,0,0,1
kesel bgt gua baca berita nyamuk pemerintah,,,,,0,0,1
@hermangoranov @BunieTinie @TedInvestigasi Buang airnya itu kan jentik nyamuk kering air nya mati bibit nyamuk......pemerintah ini bukannya bibit ayam kambing sapi atau apalah kog malah nyamuk yg di berikan nasib nasibbbb,,,,,0,0,1
"@asaawin iyaa, pemerintah ngelepas nyamuk kak emangan",,,,,0,0,1
"@theDinoly Itu nyamuk yaang diproduksi amerika serikat mau dilepas pemerintah indo buat nurunin penyakit demam berdarah, faktanya tanpa nyamuk itu pun bisa turun krna banyak faktor",,,,,0,1,0
"Oalah barisan bloon juga nih, seharusnya yang kalian desak itu @jokowi atau @KemenkesRI agar mengadakan seminar dan mengundang seluruh pihak termasuk yang menolak, agar terang benderang kenapa ngotot banget pemerintah menyebarkan nyamuk, biar kalian tau jika aja pejabat negara… https://t.co/3Caco1jUiN",,,,,0,0,1
"Pemerintah yang nyebar nyamuk apalaapalah, tapi ujungnya di fogging juga. Kesian anak2 kebauan asapnya 😭",,,,,0,0,1
Pemerintah bukannya kasih solusi malah nambah spesies baru🙄 #nyamuk,,,,,0,0,1
"@StopPlandemit Kek orang bego. Blom lagi plandemit mo dtg, barengan lg ama wabah nyamuk. Ada2 aja pemerintah nyari duit gini amat",,,,,0,0,1
@StopPlandemit Tolak keras penyebaran Nyamuk!! Dimanapun tempat nyamuk harus dibasmi!! Siapa mereka-mereka ini?? Sepertinya ada unsur kesengajaan! Berani sekali menyebarkan berita/info gelap yg menjadi kewenangan pemerintah!! Tidak boleh ada pembodohan!! Masyarakat tidak akan menerima!!,,,,,0,1,0
"ini teori konspiresyen soal pemerintah nebar nyamuk apkh betul? asli ya ini nyamuk2 bener2 gila kata gue, anying byk bgtttt",,,,,0,0,1
Ini serius !!! Nyamuk berbahaya atau Pemerintah kurang sosialisasi. Atau ada motif lain.,,,,,0,1,0
"Perihal tadi cm mau ngambil barang sm tmn yg lembur, malah jd ngobrol panjanggg.  Dari masalah kampus, dosen, kerjaan, pegawai, pemerintah, smp kebijakan w ngerasa nyambung2 aja. Sampe ga berasa dah mau sejam ngobrol didepan gedung mana gelap2 wkwkwk untung ga ad nyamuk nackal.🙏",,,,,0,0,1
Banyak bgt anjir ni nyamuk pemerintah,,,,,0,0,1
"@mulkanjabariyan ko di era kepemerintahan yg sekarang orang mendadake eror ya dan ga ada rasa malu sih,hanya demi cuan rela bohongi rakyat2 bisnis nyamuk boleh jualan vaksin boleh yg ga boleh komen ke pemerintah dan kemenekes ya,kebanyak di vaksin jadi mendadak waaau.",,,,,0,1,0
"Ada berita baru, nyamuk yg di datangkan untuk melawan nyamuk, singapura, malaysia, maupun negara tetangga sdh nolak, Indonesia nrima guys, buat kelinci percobaan lagi suruh vaksin ini itu. Pemerintah ini goblog apa g pernah belajar biologi ya di SMP, nyamuk kok di lawan nyamuk",,,,,0,1,0
@evparda betul sempet mikir gt juga apa karna nyamuk yg d sebar pemerintah,,,,,0,0,1
Adakah dari teman-teman yang belum kebagian distribusi nyamuk gratis dari pemerintah?,,,,,0,0,1
"@DokterTifa Saya nggk tertarik membahas nyamuknya  Pertanyaan' nya  Berapa UANG yg di siram @BillGates ke Pemerintah sebagai Upah karena bersedia menjadi kelinci Percobaan..?  Kalau Project diminati dan bermanfaat,  Semua Negara bersedia bayar mahal utk nyamuk ini😁 https://t.co/rZ2Lt0R1Gt",,,,,0,0,1
40 jam sesudah digigit 500 nyamuk berwolbachia selama 20 menit di lab Salatiga. Video ini menjawab kegelisahan wrg bahwa aman jika digigit hanya 2 persen nyamuk aedes berwolbachia yg disebar pemerintah utk program penurunan DBD ini dr total populasi nyamuk https://t.co/Bx0eEWmfig https://t.co/dkYOQ9oBob,,,,,0,1,0
"WOI PEMERINTAH KALO BENER NI NYAMUK KALIAN YANG SEBARIN, GUE DOAIN RUMAH LO PADA PENUH NYAMUK SELAMA SETAHUN, BANGSAT LECET SEMUA KULIT GUE INI ANJ 😭😭😭",,,,,0,0,1
"@Nicho_Silalahi @KemenkesRI @DokterTifa Rese banget kelakuan pemerintah saat ini, mereka para pejabat rumahnya keren, pake AC, nyamuk gak bakalan masuk, ehh.. nyebarin nyamuk buat rakyat susah, yg tinggal di pelosok-pelosok. Rakyat sudah susah, kena nyamuk pula... 🙇🤮",,,,,0,0,1
Perhatikan video di bawah ini sampai selesai. Kata pemerintah bahwa bukan nyamuk rekayasa genetika. Dalam video di bawah ini mengatakan disisipkan 2 gen ke dalam 'genom nyamuk' &amp  mewariskan gen kpd manusia...maka betul bhw nyamuk rekayasa genetik ini akn mempengaruhi DNA manusia.,,,,,0,1,0
@DokterTifa Pemerintah yang aneh.. memangnya nyamuk sudah tidak suka darah manusia ya?? 🤮🙇,,,,,0,1,0
Ini keknya pemerintah ngelepas nyamuk di Petukangan semua dah ajig.,,,,,0,0,1
@DokterTifa Saya enggak ngerti sama pemerintah saat ini terutama @dinkesJKT dan @DINKES_KAB_BDG mau aja nyamuk disebar kek gini....,,,,,0,0,1
"@DokterTifa Kami rakyat kecil ini sdh bingung dan pasrah, apa mau nya pemerintah, nyamuk hrs nya semprot, d fogging dll, ini malah mau d tebar jutaan ekor, trus org2 d vaksin, udah mirip mau jualan vaksin farmasi",,,,,0,0,1
"@DokterTifa Akal sehat Mereka bagaimana ya?? Dimana pun dengan alasan apapun Nyamuk harus dibasmi!! Bukan malah diSebar!!  Pemerintah/Kemenkes jangan asal ikuti Asing!! Biarkan saja mereka pihak Asing yang ujiCoba!! Kita jangan ambil resiko, keselamatan Masyarakat kita jauh lebih Utama.",,,,,0,1,0
"@DokterTifa masalah DBD itu bergantung pada kesadaran masyarakat itu sendiri. kalau tempat kotor, buang sampah sembarangan sampai banyak genangan air, dijamin pasti banyaklah nyamuk. pemerintah cuma bilang 3M, tapi pengawasan pada buang sampah tak ada. (di daerah saya)",,,,,0,0,1
@mozamozza770 @mr_banan12 @8angSaid @Abahpurwa1 @SangLangit01 @MDH__SNA Nyamuk wolbachia itu inovasi sdh di teliti dan terbukti membasmi Demam berdarah. Tpi percuma ngomong sih. Terserah makan hoax dri org yg ga jelas atau percaya pemerintah. M,,,,,1,0,0
