label,full_text,preprocessed_column
1,"Wolbachia adalah bakteri yang hanya dapat hidup di dalam tubuh serangga, termasuk nyamuk. Ketika nyamuk Aedes aegypti sudah terinfeksi Wolbachia, mereka menjadi mandul. https://t.co/wvnxuUhGwR",wolbachia bakteri hidup tubuh serangga nyamuk nyamuk aedes aegypti infeksi wolbachia mandul
0,"@DokterTifa Lah nyamuk malaria saja di basmi ini tambah ternak nyamuk wolbachia yang sudah diotak-atik. Sejak kapan nyamuk itu aman ? Kalau menggigit ya bentol, gatal² bahkan bisa lebih dari itu. Gimana mau percaya... Nanti seperti covid-19 lalu aman² dibelakang pada kelimpungan.",nyamuk malaria basmi ternak nyamuk wolbachia diotakatik nyamuk aman gigit ya bentol gatal gimana percaya covid19 aman belakang kelimpungan
0,@detikcom Asam sulfat dan penyebaran nyamuk Wolbachia hati hati,asam sulfat sebar nyamuk wolbachia hati hati
0,@iwanfals Asam sulfat sama penyebaran nyamuk Wolbachia hati hati,asam sulfat sebar nyamuk wolbachia hati hati
0,@Nicho_Silalahi Kenapa gak sekalian di tenggak aja asam sulfat nya sama vaksin dan nyamuk Wolbachia nya  heran deh sama pemerintah kok rakyat dijadikan kelinci percobaan terus,gak tenggak aja asam sulfat nya vaksin nyamuk wolbachia nya heran deh perintah rakyat jadi kelinci coba
1,"@KemenkesRI Nyamuk Wolbachia ini bukan cuma isapan jempol, bro. Udah riset di Jogja dan diaplikasikan di negara-negara lain, jadi yuk kita terlibat.",nyamuk wolbachia isap jempol bro udah riset jogja aplikasi negaranegara yuk libat
1,Cara kerja nyamuk wolbachia untuk mengatasi virus dengue diawali dengan memasukkan bakteri wolbachia ke dalam telur Aedes aegypti. https://t.co/sw049W5fMS,kerja nyamuk wolbachia atas virus dengue awal masuk bakteri wolbachia telur aedes aegypti
1,"@KemenkesRI tenang aja guys, di skema ini nyamuk Aedes aegypti akan tetap ada untuk keseimbangan ekologis. Tapi dia sekarang sudah mengandung bakteri wolbachia supaya bisa menghentikan penyebaran virus dengue",tenang aja guys skema nyamuk aedes aegypti imbang ekologis kandung bakteri wolbachia henti sebar virus dengue
1,"@KemenkesRI Wolbachia bukan rencana kosong, sudah ada riset dan aplikasi di Jogja dan beberapa negara. Coba kita sampaikan pandangan kita dengan santai.",wolbachia rencana kosong riset aplikasi jogja negara coba pandang santai
1,"@KemenkesRI Teknologi Wolbachia ini beda, gak pake rekayasa genetik. Semua bahan alami, tanpa dicampurin sama hal-hal genetik. Asli alami, jadi jangan kemakan hoax ya lu pada",teknologi wolbachia beda gak pake rekayasa genetik bahan alami dicampurin halhal genetik asli alami makan hoax ya lu
1,"@KemenkesRI keamanan Wolbachia sudah jelas, tinggal googling kalian mau baca jurnal dan riset yg mana. Ini contoh bagaimana inovasi bisa bersinergi dengan keamanan kesehatan manusia.",aman wolbachia tinggal googling baca jurnal riset yg contoh inovasi sinergi aman sehat manusia
1,"@KemenkesRI Jangan asal percaya, nyamuk baik Wolbachia ini ada risetnya Iho. Yuk, jaga kesehatan, jangan kena hoax kalian, be smart guys",percaya nyamuk wolbachia riset iho yuk jaga sehat kena hoax be smart guys
1,"@KemenkesRI @Kemenkes_RI budayakan baca, Wolbachia ini bakteri alami, di sekitar kita 6 dari 10 jenis serangga ada virus Wolbachia nya. Wolbachia dalam tubuh nyamuk Aedes aegypti ini fungsinya bisa nurunin replikasi virus dengue",budaya baca wolbachia bakteri alami 6 10 jenis serangga virus wolbachia nya wolbachia tubuh nyamuk aedes aegypti fungsi nurunin replikasi virus dengue
1,"@KemenkesRI inituh cara kerjanya sederhana, bakteri Wolbachia dimasukkan ke dalam telur nyamuk Aedes aegypti terus menghambat atau memblok perkembangan dari virus Denguenya. Sehingga ketika nyamuk ini menggigit manusia, virusnya tidak ikut berpindah ke manusia",inituh kerja sederhana bakteri wolbachia masuk telur nyamuk aedes aegypti hambat blok kembang virus dengue nyamuk gigit manusia virus pindah manusia
1,"@KemenkesRI @Kemenkes_RI Menurut saya kita harus fokus ke pencegahan, bukan pengobatan. vaksinasi dan virus Wolbachia udah tepat, kalo ada yg bisa pencegahan lebih efektif monggo disampaikan",fokus cegah obat vaksinasi virus wolbachia udah kalo yg cegah efektif monggo
1,"@KemenkesRI @Kemenkes_RI udah dilakuin 2 cara utama, yg satu pemberian vaksin kpd masyarakat, ini juga masyarakat gk semuanya setuju, satu lagi perkawinan nyamuk dgn teknologi wolbachia agar nyamuknya tidak dapat menyebarkan virus aedes aegypti, ini lebih rame lg yg ga setuju, jd klean mau nya gmn guys?",udah dilakuin 2 utama yg beri vaksin kpd masyarakat masyarakat gk tuju kawin nyamuk dgn teknologi wolbachia nyamuk sebar virus aedes aegypti rame lg yg ga tuju jd klean nya gmn guys
1,"@KemenkesRI jangan kemakkan hoax ya, yg bilang soal penyakit gangguan saraf otak, udah baca riset dan penelitiannya secara keseluruhan? risetnya ga terbukti valid. di Jogja angka gangguan otak tinggi, di tempat lain yg tidak disebarkan nyamuk Wolbachia juga sama tingginya",kemakkan hoax ya yg bilang sakit ganggu saraf otak udah baca riset teliti riset ga bukti valid jogja angka ganggu otak yg sebar nyamuk wolbachia tinggi
1,"@KemenkesRI si nyamuk dengan Wolbachia ini bakal ngawinin nyamuk aedes aegepti dan bikin nyamuk jadi nggak terlalu 'efisien' bawa virus dengue. solusinya juga dari alam, virus ini jg ada di 60% serangga di sekitar kita dan selama ini kita baik-baik saja",si nyamuk wolbachia ngawinin nyamuk aedes aegepti bikin nyamuk nggak efisien bawa virus dengue solusi alam virus jg 60 serangga baikbaik
1,"@KemenkesRI Dari yg gue baca Pengurus Besar IDI negasin kalo risiko intervensi Wolbachia untuk pengendalian Dengue bisa diabaikan. soalnya udah ada  uji risetnya belasan tahun di Jogja, didukung jg dengan success story dari negara-negara lain",yg gue baca urus idi negasin kalo risiko intervensi wolbachia kendali dengue abai udah uji riset bas jogja dukung jg success story negaranegara
1,@KemenkesRI Dulu di Jogja juga saat pelepasan telur nyamuk Wolbachia di beberapa lokasi sempat menuai penolakan. Tapi setelah dilakukan sosialisasi dan mendapat dukungan dari pemerintah kabupaten dan kota akhirnya program tersebut bisa terlaksana. ini saya dpt dari situs resmi UGM,jogja lepas telur nyamuk wolbachia lokasi tuai tolak sosialisasi dukung perintah kabupaten kota program laksana dpt situs resmi ugm
1,@KemenkesRI Kata Prof Uut Pendekatan metode Wolbachia ini efektif banget dalam pengendalian penyakit yang ditularkan oleh nyamuk di wilayah perkotaan besar yang berpenduduk padat dan dengan tingkat insidensi dengue yang tinggi,prof uut dekat metode wolbachia efektif banget kendali sakit tular nyamuk wilayah kota duduk padat tingkat insidensi dengue
1,"@KemenkesRI Telur-telur yang sudah disuntikkan wolbachia ini jg gak sembarangan prosesnya ya, kalo kalian baca, ini diproduksinya di lab entomologi atau lab serangga. kalo yg di Kota Bandung itu dapatnya dari Balai Besar Teknik Kesehatan Lingkungan (BBTKL) Salatiga",telurtelur suntik wolbachia jg gak sembarang proses ya kalo baca produksi lab entomologi lab serangga kalo yg kota bandung dapat balai teknik sehat lingkung bbtkl salatiga
1,"@KemenkesRI FYI aja guys, teknologi Wolbachia untuk pengendalian Dengue sudah direkomendasikan oleh WHO Vector Control Advisory Group sejak 2021.",fyi aja guys teknologi wolbachia kendali dengue rekomendasi who vector control advisory group 2021
1,"@KemenkesRI Bukan sekadar ide, nyamuk Wolbachia ini sudah ada risetnya, dan praktek di Jogja serta beberapa negara. Mari kita diskusikan dengan tenang.",ide nyamuk wolbachia riset praktek jogja negara mari diskusi tenang
1,"@KemenkesRI Bukan cuma wacana, nyamuk Wolbachia ini sudah di riset, bahkan di Jogja dan sudah diadopsi di negara-negara lain. Jangan ragu, mari kita ikut serta yang udah terbukti.",wacana nyamuk wolbachia riset jogja adopsi negaranegara ragu mari udah bukti
1,"@KemenkesRI Wolbachia ini nggak main-main, guys. Jadi, gak ada salahnya support dan belajar percaya sama pemerintah yang udah ngambil langkah konkret buat kebaikan kita semua.",wolbachia nggak mainmain guys gak salah support ajar percaya perintah udah ngambil langkah konkret baik
1,"@KemenkesRI Cek risetnya, nyamuk Wolbachia ini udah diaplikasikan di Jogja dan beberapa negara. Kita bisa diskusikan dengan kepala dingin.",cek riset nyamuk wolbachia udah aplikasi jogja negara diskusi kepala dingin
1,"@KemenkesRI Nyamuk Wolbachia bukan cuma wacana, bro. Udah riset di Jogja dan diterapkan di negara-negara lain, jadi mari kita support yang positif.",nyamuk wolbachia wacana bro udah riset jogja terap negaranegara mari support positif
0,"Negara GENTING... Bahaya nyamuk Wolbachia, program depopulasi, By: Prof. DR. Ir. Richard https://t.co/FsIIx6owFL",negara genting bahaya nyamuk wolbachia program depopulasi by prof dr ir richard
0,"Para 'pakar' pro Wolbachia tdk konskwen dlm membedah argumen saya,justru diputus agar tdk ketahuan kebodohan science yg mereka derita,wkwkwk ambyarrr.lihat pd durasi 1.20 tayangan YouTube ini https://t.co/FUL9zzW9FP",pakar pro wolbachia tdk konskwen dlm bedah argumen sayajustru putus tdk tahu bodoh science yg deritawkwkwk ambyarrrlihat pd durasi 120 tayang youtube
0,"@TedInvestigasi Semua pd akhirnya akan TOTAL CONTROL. IOT, IOB. Semua dikendalikan by internet. Tggu sampai 5 or 6 G brjalan. Trserh jk anda mau percaya atau tdk.  Bgaimana jk itu Benar2 trjd. Penyesalan akn tiada berguna.. Yg kita perjuangkan skrng dlm Penolakan Nyamuk Wolbachia ya ini Goalnya",pd total control iot iob kendali by internet tggu 5 or 6 g brjalan trserh jk percaya tdk bgaimana jk benar2 trjd sesal akn tiada guna yg juang skrng dlm tolak nyamuk wolbachia ya goalnya
1,https://t.co/EYjmzg3E02 Studi ini membantah jika Wolbachia tidak mengakibatkan transfeksi (infeksi pada serangga lain) selain Aedes a. Studi ini juga membantah tidak terjadinya perubahan genetik paska penginfeksian nyamuk oleh Wolbachia.,studi ban wolbachia akibat transfeksi infeksi serangga aedes a studi ban ubah genetik paska infeksi nyamuk wolbachia
0,"@dokter_kampung Dari namanya aja ada unsur unsur vampir.wallachiaa ganti Wolbachia Hmm.. vald tapes salah satu keturunan khazar, roschild juga turunan khazar. Semua ini kelakuan Mafia khazar, termasuk di palestina 90% warga Israel adalah khazar bukan semit. Cuma mereka beragama Yahudi.",nama aja unsur unsur vampirwallachiaa ganti wolbachia hmm vald tapes salah turun khazar roschild turun khazar laku mafia khazar palestina 90 warga israel khazar semit agama yahudi
1,"Teknologi ini telah terbukti efektif, namun masyarakat tetap harus melakukan gerakan 3M plus.  Sudah tahukah Sobatnet tentang 3M plus? Jika belum, yuk simak infografis kali ini!   #DiskominfoPurwakarta #PurwakartaIstimewa #Wolbachia #3MPlusCegahDBD https://t.co/1D2gQ33CLK",teknologi bukti efektif masyarakat gera 3m plus tahu sobatnet 3m plus yuk simak infografis kali
0,@AriesTruss Coba cek di akun @TedInvestigasi  lagi rame ngebahas pak Komjen soal Wolbachia yg dibilang nyamuk bionic dikatain controlled opposition,coba cek akun rame ngebahas komjen wolbachia yg bilang nyamuk bionic dikatain controlled opposition
0,Covid -&gt  berujung Vaxx  Wolbachia -&gt  Eksperimen tanda tanya  Pneumonia -&gt  the next plandemi?  Tidak henti-hentinya setan ingin menghancurkan hidup insan 🤯,covid gt ujung vaxx wolbachia gt eksperimen tanda pneumonia gt the next plandemi hentihentinya setan hancur hidup insan
1,"Siti Fadillah Keliru, Wolbachia Dipastikan Aman https://t.co/v279u8sFDG",siti fadil keliru wolbachia aman
1,Hoaks Nyamuk Wolbachia Tularkan Radang Otak Japanese Encephalitis https://t.co/aa8NcBrWga,hoaks nyamuk wolbachia tular radang otak japanese encephalitis
0,@TedInvestigasi apa pun itu tolak kehadiran nyamuk Wolbachia jangan macam TKA diam diam sudah masuk tanpa persetujuan :) Garis bawahi diam diam disebar,tolak hadir nyamuk wolbachia tka diam diam masuk tuju garis bawah diam diam sebar
0,"@kakhandika @sosmedkeras Apalagi soal semarang uda jdi kelinci percobaan penyebaran nyamuk Wolbachia, anjim bgt",semarang uda jdi kelinci coba sebar nyamuk wolbachia anjim bgt
0,WOLBACHIA PROJECT ini sebenar nya  gmana sih kok banyak yg bahas nyamuk byonic untuk mempengaruhi prilaku manusia,wolbachia project benar nya gmana sih yg bahas nyamuk byonic pengaruh prilaku manusia
0,‼️Breaking News‼️ Penemuan Mengejutkan! Bahaya Tersembunyi dari Pelepasan Nyamuk Wolbachia https://t.co/PWgoewS8nI,breaking news temu kejut bahaya sembunyi lepas nyamuk wolbachia
0,Ayo kita protest kepada who Terhadap penyebaran nyamuk wolbachia Jika kita sudah tergigit opeh nyamuk itu makan kita di control oleh mereka Ujung ujungnya vaksin 2025 sedikit manusia Efek vaksin menyebabkan kematian Dalang nyamuk wolbachia adalah bill gates,ayo protest who sebar nyamuk wolbachia gigit opeh nyamuk makan control ujung ujung vaksin 2025 manusia efek vaksin sebab mati dalang nyamuk wolbachia bill gates
0,Bahaya laten nyamuk 'rekayasa' Wolbachia mengintai...  https://t.co/D66AISlEo6,bahaya laten nyamuk rekayasa wolbachia intai
1,Nyamuk Bionik Wolbachia diklaim bisa hadang demam berdarah  https://t.co/kkUHiFS1rW,nyamuk bionik wolbachia klaim hadang demam darah
0,@aciliussulcatus @DokterTifa https://t.co/gS7z8H6WVA Studi ini justru menunjukkan tidak adanya jaminan tidak ada perubahan virus dengue tidak akan berubah menjadi lebih virulen. Hal ini berhubungan dengan mekanisme penghambatan virus oleh Wolbachia. Bukan semata bicara ttg nyamuk,studi jamin ubah virus dengue ubah virulen hubung mekanisme hambat virus wolbachia bicara ttg nyamuk
1,"@dokter_kampung @DokterTifa https://t.co/mgwomM2HlR Silakan kalau mau dibaca mengenai risk assessmentnya, disitu disimpulkan bahwa pelepasan Wolbachia-infected Ae. aegypti memiliki resiko yang dapat diabaikan (negligible risk). Semua yang anda tanyakan pasti ada di jurnal kalau anda mau cari.",sila baca risk assessmentnya situ simpul lepas wolbachiainfected ae aegypti milik resiko abai negligible risk jurnal cari
1,Cara Kerja Bakteri Wolbachia Memberantas Demam Berdarah  2 Desember 2023 Baca Selengkapnya : https://t.co/1GIpdfaAI5,kerja bakteri wolbachia berantas demam darah 2 desember 2023 baca lengkap
1,https://t.co/jGyvlUNNwN Bakteri Wolbachia tak menginfeksi manusia,bakteri wolbachia infeksi manusia
1,[HOAKS] Teknologi Nyamuk Wolbachia Dikendalikan sebagai Senjata Pembunuh Manusia  https://t.co/6hU2i6zzZT,hoaks teknologi nyamuk wolbachia kendali senjata bunuh manusia
1,"Wealah, ada dokter terkenal (kontroversinya) juga disini dukung narasi nyamuk Wolbachia ini nyamuk Bill Gates lah nyamuk bionik lah. Nakes klo ikut nyebar hoaks ini mengerikan.  https://t.co/kb870rlpDD",wealah dokter kenal kontroversi dukung narasi nyamuk wolbachia nyamuk bill gates nyamuk bionik nakes klo nyebar hoaks keri
0,"@Nicho_Silalahi @KPK_RI @KemenkesRI @DokterTifa Ter GOBLOK dr BGS. FOGGING,abate kimia...dpt merusak lingkungn.heiii Bud, nyamuk wolbachia kalau gigit kta bsa  buat cwok jd cwek or sbaliknya. Ini bakalan jd nyamuk Feminisme.Aplgi kalau nnti ada CHIP. Krn nyamuk Wolbachia di Singapura ada bbrp yg hilang bisa balik lg..control❌",ter goblok dr bgs foggingabate kimiadpt rusak lingkungnheiii bud nyamuk wolbachia gigit kta bsa cwok jd cwek or sbaliknya jd nyamuk feminismeaplgi nnti chip krn nyamuk wolbachia singapura bbrp yg hilang lgcontrol
0,"Makin melek sama edukasi wolbachia. Yuk ah buat para seleb di wakanda, angkat juga bahas wolbachia di podcast-podcast kalian  Biar rakyat awam paham betapa bahayanya program penyebaran nyamuk BG ini https://t.co/xmLIUnt3lT",melek edukasi wolbachia yuk ah seleb wakanda angkat bahas wolbachia podcastpodcast biar rakyat awam paham betapa bahaya program sebar nyamuk bg
1,Menkes Bakal Sebar Nyamuk Wolbachia di Jakarta dan Bandung https://t.co/iPYXC74QSr #5news #wolbachia #menkes,menkes sebar nyamuk wolbachia jakarta bandung
1,"@MarkisaMeikarta @DokterTifa Baca literasinya bang, parasit pada hewan antropoda seperti serangga dan nyamuk, bukan manusia, makanya kenapa wolbachia dipakai ya untuk menekan perkembangbiakan nyamuk tersebut.",baca literasinya bang parasit hewan antropoda serangga nyamuk manusia wolbachia pakai ya tekan perkembangbiakan nyamuk
0,"@Nicho_Silalahi @KemenkesRI @DokterTifa Hentikan proyek nyamuk wolbachia Bill Gates n Co,  hentikan korbankan rakyat, hentikan penjajahan gaya baru.  https://t.co/pMMrGHXMpw",henti proyek nyamuk wolbachia bill gates n co henti korban rakyat henti jajah gaya
1,Jadi masyarakat tidak perlu takut berlebihan apalagi mempercayai isi dari video tersebut.   Terus pantau akun media sosial @KemenkesRI untuk update info terbaru seputar Wolbachia 🦟  Source : https://t.co/KC1iHnjbwt²-import-di-sebarkan-di-negri-kita/   Salam sehat 🤗,masyarakat takut percaya isi video pantau akun media sosial update info baru putar wolbachia source salam sehat
1,"#Healthies ada yg save, like atau bahkan ikut menyebarkan video ini?  Hati-hati ya #Healthies, video itu mengandung informasi yg tidak benar &amp  menyesatkan  Faktanya, bakteri Wolbachia di nyamuk aedes aegypti tdk berbahaya bagi manusia, tetapi justru ampuh tekan virus dengue 🦠 https://t.co/dN2XKhop5M",yg save like sebar video hatihati ya video kandung informasi yg amp sesat fakta bakteri wolbachia nyamuk aedes aegypti tdk bahaya manusia ampuh tekan virus dengue
1,Guru Besar UI paparkan bakteri Wolbachia tak menginfeksi manusia https://t.co/hebjqaPBTb,guru ui papar bakteri wolbachia infeksi manusia
0,@Catatan_ali7 Curiganya sya knp di sebut gen Z  Generasi terakhir yg normal nti stlh wolbachia sukses,curiga sya knp gen z generasi yg normal nti stlh wolbachia sukses
0,@tvOneNews Nyamuk Wolbachia adalah nyamuk pencetus LGBT krn bisa merubah struktur DNA.,nyamuk wolbachia nyamuk cetus lgbt krn rubah struktur dna
1,"❌ TEKNOLOGI NYAMUK WOLBACHIA SEBARKAN VIRUS JAPANESE ENCHEPALITIS YANG MENYEBABKAN PERADANGAN OTAK   ✅ Faktanya, teknologi nyamuk wolbachia tidak ada kaitannya dengan penyebaran virus japanese enchepalitis. Japanese encephalitis merupakan virus penyebab utama penyakit… https://t.co/SzU9xMbBiB",teknologi nyamuk wolbachia sebar virus japanese enchepalitis sebab adang otak fakta teknologi nyamuk wolbachia kait sebar virus japanese enchepalitis japanese encephalitis virus sebab utama sakit
0,"Wolbachia dr lalat drosophil,merampas kwalitas kesehatan kalian,fauqa baudhah (mikroorganisme pd nyamuk)akan menjadi faktor tdk berimbangnya populasi pria&amp wanita,atau para pria sdh jd spt wnt (gay),1:40 tdk normal,akibat rekayasa genetik dgn gen Wolbachia.Islam sdh menjelaskannya https://t.co/C5YV8pOeH5",wolbachia dr lalat drosophilmerampas kwalitas sehat kalianfauqa baudhah mikroorganisme pd nyamukakan faktor tdk imbang populasi priaamp wanitaatau pria sdh jd spt wnt gay140 tdk normalakibat rekayasa genetik dgn gen wolbachiaislam sdh jelas
1,"@DokterTifa Nyamuk jantan wolbachia jk kawin dg nyamuk betina biasa, akan mnybabkan telur nyamuknya ga netas.   Nyamuk betina Wolbachia jk kawin dg nyamuk jantan biasa akan mnghasilkan anak nyamuk Wolbachia  Wolbachia d dlm tubuh nyamuk mnybabkaan nyamuk ga bisa mnularkan virus DB k manusia",nyamuk jantan wolbachia jk kawin dg nyamuk betina mnybabkan telur nyamuk ga netas nyamuk betina wolbachia jk kawin dg nyamuk jantan mnghasilkan anak nyamuk wolbachia wolbachia d dlm tubuh nyamuk mnybabkaan nyamuk ga mnularkan virus db k manusia
1,Wolbachia tidak dapat  bertahan hidup di luar sel serangga karena tidak memiliki mekanisme  untuk mereplikasi dirinya sendiri tanpa bantuan serangga sebagai  inangnya.   Sumber: https://t.co/Z3TRZGgE46,wolbachia tahan hidup sel serangga milik mekanisme mereplikasi bantu serangga inang sumber
1,"@ryuizzee @DokterTifa Jadi cara kerjanya nyamuk yg udah disisipi bakteri Wolbachia (nyamuk Wolbachia) bakal kawin dengan nyamuk Aedes aegypti yg ga ada bakteri Wolbachia. Karena ada si bakteri Wolbachia ini, telur yg dihasilkan ga bs netas shg populasi nyamuk bisa diturunkan krn ga ada regenerasi",kerja nyamuk yg udah sisip bakteri wolbachia nyamuk wolbachia kawin nyamuk aedes aegypti yg ga bakteri wolbachia si bakteri wolbachia telur yg hasil ga bs netas shg populasi nyamuk turun krn ga regenerasi
0,https://t.co/7jQdcnrxhU  Siapa bilang Wolbachia aman bagi manusia?ini adalah salah satu penjelasan yg bagus bhw gen Wolbachia bertanghung thdp penyakit kaki gajah yg diderita manusia,bilang wolbachia aman manusiaini salah jelas yg bagus bhw gen wolbachia bertanghung thdp sakit kaki gajah yg derita manusia
1,Guru Besar Ilmu Biologi UI Tegaskan Wolbachia Tidak Menginfeksi Manusia  #wolbachia @univ_indonesia  https://t.co/uhmDK9Y2f2,guru ilmu biologi ui tegas wolbachia infeksi manusia
1,"@DokterTifa Nyamuk Wolbachia sudah digunakan beberapa negara dan bertahun-tahun lalu. Hasilnya ada, teruji, dan baik. Secara ilmiah sudah ada jurnal, artikel ataupun reviewnya. Komentar ini sangat disayangkan.",nyamuk wolbachia negara bertahuntahun hasil uji ilmiah jurnal artikel reviewnya komentar sayang
1,Nih ya cara kerja nyamuk wolbachia. Dikasih dalam bentuk gambar biar org literasi tengkurep pun bisa paham ☺️☺️☺️☺️☺️ https://t.co/z1Wi26wzb8,nih ya kerja nyamuk wolbachia kasih bentuk gambar biar org literasi tengkurep paham
0,"Metode nyamuk wolbachia sepertinya bertentangan dengan metode PSN nyamuk yaitu 3M plus, karena nyamuk wolbachia harus hidup agar bisa menginfeksi nyamuk pembawa virus lainnya sedangkan naluri manusia adalah membunuh nyamuk yang hidup sampai ke sarang-sarangnya. Ada komentar ?",metode nyamuk wolbachia tentang metode psn nyamuk 3m plus nyamuk wolbachia hidup infeksi nyamuk bawa virus naluri manusia bunuh nyamuk hidup sarangsarangnya komentar
1,@ryuizzee @DokterTifa Nyamuk jenis ini gk ada dampak apa2 ke manusia dan bisa menurunkan angka demam berdarah. cara kerjanya yaitu si nyamuk Wolbachia ini akan memandulkan nyamuk aides ini sehingga nanti org yg digigit nyamuk aides ini gk ada efek apa2 aman kok jenis nyamuk Wolbachia udh di uji di SG,nyamuk jenis gk dampak apa2 manusia turun angka demam darah kerja si nyamuk wolbachia mandul nyamuk aides org yg gigit nyamuk aides gk efek apa2 aman jenis nyamuk wolbachia udh uji sg
0,Bahaya nyamuk Wolbachia yang dikembangkan Bill Gates menurut orang Amerika dan Inggris seperti apa ya?,bahaya nyamuk wolbachia kembang bill gates orang amerika inggris ya
0,"@Nicho_Silalahi @KemenkesRI Hentikan proyek nyamuk wolbachia Bill Gates n Co,  jangan korbankan rakyat!!!  https://t.co/pMMrGHXMpw",henti proyek nyamuk wolbachia bill gates n co korban rakyat
0,@Nicho_Silalahi @KemenkesRI Nyamuk Wolbachia Bisa Picu Penyakit Radang Otak Japanese Encephalitis? https://t.co/KgeP8uONcO,nyamuk wolbachia picu sakit radang otak japanese encephalitis
0,@DokterTifa WASPADA...!!! Wolbachia adalah nyamuk utk memata-matai yang sedang di target si Pembuat.,waspada wolbachia nyamuk utk mematamatai target si buat
0,"🤣😂🤣😂 agama Wolbachia ini menyinggung para jin yg biasa merusak hemoglobin dan jaringan otak, penyampaian EntE kayak baca ayat kursi  terlalu keras ! "" Wkwkwkwk 😂🤣😂🤣😂""",agama wolbachia singgung jin yg rusak hemoglobin jaring otak sampai ente kayak baca ayat kursi keras wkwkwkwk
1,"Berhubung semua netizen dan buzzer mendadak jadi ahli genetik dan wabah, hamba mencoba mencari penerangan dari jurnal bereputasi (The Lancet) dan sejauh ini, dari satu artikel ini, hamba masih mendukung kebijakan pelepasan Wolbachia. https://t.co/vLqFGgGWpz",hubung netizen buzzer dadak ahli genetik wabah hamba coba cari terang jurnal reputasi the lancet artikel hamba dukung bijak lepas wolbachia
1,Melki Laka Lena Pastikan Program Penyebaran Nyamuk Wolbachia Aman Dilakukan #airlanggahartarto #kuningkeren #PrabowoGibran #partaigolkar #golkarpedia https://t.co/hbt44OyFad,melki laka lena pasti program sebar nyamuk wolbachia aman
1,@Abahpurwa1 @LilySweetScar @mozamozza770 @mr_banan12 @8angSaid @SangLangit01 @MDH__SNA Mana ada nyamuk Wolbachia itu Rekaya genetik. Makanya belajar dulu wkwk lol. Wolbachia itu bakteri alami yang gak ada efek apa apa buat manusia.,nyamuk wolbachia rekaya genetik ajar wkwk lol wolbachia bakteri alami gak efek manusia
1,"Kita Sambut Pahlawan Pembasmi Demam Berdarah…  🌟 Nyamuk Baik Wolbachia 🌟  Setelah riset yang cukup panjang, Nyamuk Baik Wolbachia terbukti menurunkan angka kasus dan kematian akibat Demam Berdarah, lho!  Yuk wujudkan Indonesia bebas Demam Berdarah dengan Nyamuk Baik Wolbachia. https://t.co/Kp7dLSzT9K",sambut pahlawan basmi demam darah nyamuk wolbachia riset nyamuk wolbachia bukti turun angka mati akibat demam darah lho yuk wujud indonesia bebas demam darah nyamuk wolbachia
1,@wid_ats @catuaries biasanya itu agen obat herbal/pengobatan alternatif dengan klaim bombastis yang merangkap sama penyebar hoax vaksin.   yg terbaru trennya sirkel ini skrg adl hoax nyamuk Wolbachia buat nyebarin penyakit 😬,agen obat herbalpengobatan alternatif klaim bombastis rangkap sebar hoax vaksin yg baru tren sirkel skrg adl hoax nyamuk wolbachia nyebarin sakit
1,Bakteri Wolbachia diketahui merupakan bakteri alami yang banyak ditemui pada berbagai jenis serangga. #taudarikepripedia  https://t.co/86ucQzNFC3,bakteri wolbachia bakteri alami temu jenis serangga
0,"Pola PROPAGANDA  Bill Gates ini, bahwa dia RELA digigit Nyamuk Wolbachia  DITIRU  Pihak2  yg terlibat  Proyek  Wolbachia.  Mereka  sampaikan di banyak forum:  Kami rela berikan darah kami utk jadi makanan Nyamuk Wolbachia""  Ini adalah Sesat Pikir  yg disebarkan scr sistematis. https://t.co/wXuBRkfo1p""",pola propaganda bill gates rela gigit nyamuk wolbachia tiru pihak2 yg libat proyek wolbachia forum rela darah utk makan nyamuk wolbachia sesat pikir yg sebar scr sistematis
0,"@DokterTifa Sudah jlas, nyamuk apa saja disemprot. Kok Budi Gunadi mlah ngimport. Wolbachia bikin lemes n gak selera beda jenis. Tri menteri...karepmu priye?",jlas nyamuk semprot budi gunadi mlah ngimport wolbachia bikin lemes n gak selera beda jenis tri menterikarepmu priye
0,"@DokterTifa Denger itu nyamuk robot bu.. jd gk bisa mati di semprot jg.. di cuaca extream sekalipun gk akan mati bu.. dy bru mati kalau kita bisikin.. "" ok wolbachia turning off""""",denger nyamuk robot bu jd gk mati semprot jg cuaca extream gk mati bu dy bru mati bisikin ok wolbachia turning off
0,"@DokterTifa @MprAldo @Nicho_Silalahi Wajib tolak, apaan nyamuk ngebawa virus dengeu (demam berdarah) aja kita masi kewalahan, konon lagi nih nyamuk bawa kuman wolbachia, gak usah berusaha ngurangi penduduk indonesia dengan cara gini. Dosa lu berlipet-lipet.",wajib tolak nyamuk ngebawa virus dengeu demam darah aja mas kewalahan konon nih nyamuk bawa kuman wolbachia gak usaha ngurangi duduk indonesia gin dosa lu berlipetlipet
0,"@DokterTifa Sudah cape ma dunia tipu2 covid, jangan tipu2 lagi dengan wolbachia. Kalo mo uji coba, suruh bill gates nyoba ke anak cucunya.",cape ma dunia tipu2 covid tipu2 wolbachia kalo mo uji coba suruh bill gates nyoba anak cucu
1,Nyamuk Wolbachia Kini Akan Disebar di Jakarta Barat dan Bandung https://t.co/yOEYesGn4I,nyamuk wolbachia sebar jakarta barat bandung
